27450168,22150080,163877409
49912439,163877409,23702397
104871512,163877409,494696880
219855843,24490384,23702397
217984518,41511637,130176159
25844958,18721502,23702397
40961474,10876852,17652777
41554056,14372486,23654341
24391888,368898559,16202733
37838964,14227046,40164390
40164390,14227046,37838964
518304539,445348992,8051992
368898559,24391888,16202733
191793302,285708672,10418002
7768572,16827173,37461389
233582757,31812497,11268812
19946977,50393960,19029137
14618151,177310174,14208982
38303040,13613292,19802879
161445523,49089235,11268812
35432131,3829151,27475761
127625661,407259902,75829996
281765007,44312605,63135128
165498547,44473103,196429355
463410501,193076197,48108211
137117427,310687757,39689218
1199081,291,20,11222,5841,389153
16826261,110797455,19282775,15377059,19760709,11353102
16049997,389153,14589771,57433,12249,19983
15431118,5725652,229237555,113713261,752673,6104
460727206,6385432,14273705,666073,24251218,7305682
20423188,62581962,83883736,2269701,4519121,2579871
19806435,16910591,15666380,12534,14012072,15060582
14277428,28521141,8197302,15661871,30207757,87764480
2804911,7804612,765,15644999,805311,11740902
249022040,18393773,7081402,7376382,14464369,643653
14945646,16893658,20,21198456,14745283,681813
14204909,14269220,18666844,1045521,14464369,63485337
19853588,1183041,28521141,143244854,15661871,60101131
28352370,39938848,19774817,55338862,18666844,16425197
61117922,40981798,21111883,28465635,34428380,43003845
409296745,43003845,21111883,399701315,40981798,255738536
14043142,14834340,1344951,25978675,48511236,661403
18362971,6977822,54805880,44469578,14239492,19079915
14188793,14075928,1344951,11518842,930061,18737505
54711283,40981798,189128106,63574543,116920971,43003845
317581133,104718222,29145184,16475194,31477674,14139971
120122627,14622632,252185621,3359851,136103238,18313840
150292529,162232305,22949668,145019819,103434503,135368352
18884598,19413393,7861312,14303746,11928542,19294469
14947580,15838599,61293513,34378922,11928542,51835387
94367969,21339114,17092592,35885234,28119357,96624471
359602544,82928296,95402945,165989363,259452094,136396803
236105730,230925990,93237283,101414815,199401807,222138842
82928296,40981798,359602544,165989363,136396803,185397958
102196528,147060840,147973743,225426459,188443111,333640730
150088409,272378101,337031968,266182056,49489028,30572298
189485176,238124802,328249744,91711942,110315478,22784458
113222804,38390323,30602608,13317162,94918917,147028897
111703164,188443111,9117202,204089551,419753021,182430875
57242182,182430875,406455212,116560805,140508043,91711942
238742323,17781165,15862891,34554134,19658826,19802879
211866318,8963722,11348282,1435461,21034324,15110431
80623140,17842366,57727375,17899109,140136223,111053392
76057704,25660512,295897315,33998183,57727375,31146861
161791703,20437286,11348282,18194898,33998183,19616718
67048424,29879607,14990062,50115087,11348282,43166813
193408865,16700878,17593847,16162631,23871118,36981972
179240942,16852229,18704392,17593847,16162631,54285787
2387401,26281970,16400388,18469843,126881128,18704392
87541880,47787563,48132655,23039989,15924858,138003731
5924082,20609518,21061352,11782522,2354291,62581962
30067519,63870858,96783382,296427036,14522630,19746268
562093359,459953336,450062935,43469093,29151815,319077221
459953336,43469093,450062935,11928542,29151815,562093359
19087011,535789798,14038862,22679419,43469093,18732790
254774327,45862504,535789798,13494882,20471349,14038862
264045662,15227791,28562317,246481013,18713254,128956175
18520053,128956175,15227791,149217510,12611642,15846682
17060265,6017542,14134204,12611642,246481013,28521141
36659758,28147425,42495702,34707065,15515673,25539893
25168092,18393773,51798473,23801791,17244311,14075928
29456684,27477243,29464230,35929086,13058232,12925072
16208761,16333971,162103637,36782022,15470403,29785300
16333971,15470403,16208761,36782022,162103637,94919897
16879321,20609518,21783950,15368404,17899109,813286
101586116,7212562,7025662,115485051,12369372,350475558
16628964,15535730,200148479,15648137,22999841,50709585
442933549,25521487,372447628,287329937,472671368,152399199
109461645,813286,105368325,110016434,23832022,139986343
27558050,18760392,23151437,15809249,39634561,130682467
31709592,25021769,346914253,143225969,385723418,466027007
326560614,35806396,17587207,52146755,255747911,19299909
146570170,246064878,24742040,31477674,10671602,398826957
169332285,7861312,16968979,1065921,3245291,20661527
45658608,22412376,454539098,398826957,340766800,44775369
383171296,372521280,398826957,348851602,44775369,363837574
406982493,36627008,64976068,123539686,84303782,76526309
3819701,723013,4400681,6486602,12199652,12460982
1090221,93711247,816653,74286565,16887507,1344951
29498652,29500473,29504268,260433129,317973099,29500473
558326902,108621190,38881476,297584228,294190748,85501252
298674657,16097743,227238239,17759701,278673838,96848570
161308190,278673838,96848570,17759701,233393406,15262820
24657439,26950118,813286,270983805,135303236,15495464
287865545,68110057,143988282,128066134,15495464,154213648
17271210,160393061,15360428,23789771,125563855,14120948
249803955,4075231,28409795,15151510,15246639,64659424
16043344,100868651,15360428,22492232,40807518,16538815
19742143,24447643,14824849,18887526,18887526,20155652
20014803,18676177,1077971,57107167,35741459,17753033
262376494,189563325,182789890,35741459,186392972,17753033
20565284,15439395,19818494,14230524,15439395,21447363
374341074,183864351,275937498,9117202,275937498,220880680
58396771,23546948,40329236,53853197,162869667,16125042
369363204,20322929,22733444,53853197,20851642,184277907
317172881,338305835,278775688,34788302,41434382,304794794
239161478,173655563,90420314,517272425,25521487,18732790
41200978,22076624,20691338,344105561,85474886,25032712
147256933,129579529,275838517,803883,138959647,16303106
398916768,31390488,15798050,16183687,113491777,4377741
14803740,14303746,4377741,14075928,4519121,17471613
163559673,405714281,5844902,13385712,119849780,24571622
2138441,14389031,21672825,15680097,15131310,15081182
20009906,141341662,24223641,29739664,24626969,972651
18999501,13385712,7537992,3536451,14266212,17629015
101584412,186909156,158419434,233182045,43003845,40981798
69974307,40981798,43003845,27760317,195475105,22462180
387306656,361571268,444165278,66215789,533039816,177611787
361571268,40981798,16615778,387306656,217800202,16503181
21119820,374181540,18072197,14228346,120884696,19245314
41620669,8161232,15588657,40295615,25110374,21522338
240959105,25110374,16527415,15620557,35846393,17845789
54125968,115190619,21522338,231291900,16870682,15588657
93334341,43003845,40981798,282206645,17868918,216088014
245303250,195475105,100318079,34428380,160267464,40981798
31112327,16102671,9212052,6477852,15990240,20029472
60025762,38682272,15819632,65289126,38682272,65289126
131289713,16126913,28442858,14416404,17922109,14995921
39321500,40826336,34378922,46424039,131377331,77239268
14839862,15442781,15989423,34543,1671811,12534
18637831,9463382,12028,32823,12491,58802066
17134329,19685693,35095868,144735154,36231321,34274598
21012522,47530681,36231321,144735154,16665419,19685693
15139502,14262772,26378168,101787835,14520049,14539464
26378168,6545742,14539464,101787835,14520049,14262772
15263852,45436858,30313925,3554721,89731752,14955620
11794882,17471979,31311757,14505838,16132791,783214
297970933,15430795,309920730,15494342,297975283,25904310
277241120,33664772,43003845,18091904,40981798,176566242
160073708,131029775,188186842,182455769,287941702,389932906
299324845,272570677,248805978,29318839,171649753,144320202
39385465,21647370,263428086,65184105,119706594,25521487
195951795,217601661,299308275,15888142,46507901,56927066
30972802,62760327,52551600,25521487,110203696,17454419
138542116,43393435,23260786,118205135,223467350,205067241
254273606,83929342,345510139,25521487,62581962,219936496
282768350,92324608,69367470,21404171,133365025,174334055
105236476,28160126,90661572,14313515,21453615,43485308
319038558,19618527,459602372,129829764,501303192,53834054
37161198,25521487,18948541,14749383,71876190,15224867
286426415,18785654,177540789,66862939,317528802,66119889
134889262,17092592,41172837,296952969,477339272,18734377
174539516,130536950,109600204,14163866,25621787,163674521
317988995,25621787,361652822,130536950,361547167,109600204
426044852,28585818,473586772,1183041,84269227,78027566
353464837,17225361,361547167,52146755,143244854,141528278
24631340,135138189,19451167,98157931,93272806,16392324
29057331,14848785,98157931,77231766,46422249,15981575
80912298,25779948,29430034,57715395,19594367,93272806
84201593,15981575,75394287,20852488,98157931,17490664
51533511,87568396,14137737,135108148,63485337,211407715
381868661,288019271,18731347,24166202,198361049,63485337
47714961,103358556,51264827,31524920,58285069,96802431
172615006,27855118,175964755,51533511,87568396,22412376
492747195,318290930,27527745,3359851,22705686,34068984
284281279,258060232,34068984,363521056,180214137,321204868
455229789,26870809,238254959,318290930,208921239,309120192
290718897,318290930,238254959,69403583,117177831,278735101
19839871,813286,24807616,45266183,15224867,14230524
32269280,18486038,28427471,94129043,48293035,260346798
488962263,184910040,16409683,58528137,14230524,19608297
35387680,41412522,14230524,361553652,204366277,148186835
25234429,14230524,55051751,16409683,79293791,82455213
117839957,813286,15224867,15361570,45645232,19224837
444419728,245141097,270426164,82265926,111635070,283762107
377860328,381085077,20734751,34168713,254874192,20360524
242511639,20240002,96848570,20291791,280686960,15853668
15238530,97106318,15661871,18890465,93961987,217274770
279409655,280274940,175181917,16134428,18890465,93961987
114812312,20880546,18890465,22461427,146155608,48485771
280274940,16134428,93961987,279409655,175181917,18890465
3266961,14303746,30885462,3040621,7861312,1183041
165009253,180717062,18652836,184426481,14936610,100322679
348152252,243298366,100322679,294290268,20728561,195066320
353541134,18652836,180463340,35369214,100322679,184426481
399625855,300888984,399187549,310326410,35035118,15952568
23367672,14922225,18900668,15913,15234657,48485771
81166529,17468308,83883736,2100521,14162415,14766418
24295744,772412,974411,1029511,17220934,1053901
23448745,17637553,30341519,14607214,250317615,218748850
36722068,34378922,160268098,15913,1183041,62581962
250317615,23448745,331861744,30341519,218748850,14607214
240102661,676613,11248672,8286922,679193,23911057
16443141,5750072,1950981,676613,11248672,3778181
34652749,18318018,222970566,27334204,15456235,16742420
85922616,17521244,109363263,83057898,20601123,26816465
25351908,21506437,41062276,203721052,47402452,27334204
37569283,267138869,16384688,18593276,15740491,116559622
339199357,269988523,27935501,68981246,88767836,26816465
192726782,218768367,267138869,17953715,19412541,83882492
358374504,48394076,19289712,18318018,57670965,351651707
25001824,27935501,46198765,68981246,26816465,127560171
364175324,16384688,15456235,19412541,218768367,23279771
41394411,69343729,17454931,21506437,26816465,46014227
7094112,20681936,86163538,254646743,15311039,3006981
48807974,46732934,66185823,20050047,20050047,45663323
38833974,34363772,60654735,20065440,61853389,46742996
30665669,3954801,14740219,28955739,42124189,19631395
29597593,14740219,4291741,19697415,84249568,15447248
19385743,34711597,5774432,14575846,19631395,16463030
263459263,62366640,42533748,30734523,30732862,195475105
116763916,18160106,19038395,5988062,17004618,50393960
71577469,153183108,15467466,333543668,20092984,71579514
14174776,153183108,315879031,20092984,104956793,433133548
122064458,17977714,14858363,101532459,17008990,18322679
237315244,282388693,424741487,561140117,290871738,249748271
460387490,47818834,17919972,57090042,233684863,21660602
66981416,51263592,81756964,276715917,62415732,39912529
364415811,33901481,25521487,41222285,18479513,94647648
501970602,36155311,103746213,21454322,2557521,51263592
303288531,25521487,196443936,21447363,220870810,166270127
342444190,51263592,40756537,6017542,40745276,104203516
33025719,25826172,88875776,25781143,27716060,26216142
387122411,378419352,378707542,294325981,378750821,16669075
25837899,20545055,19923144,30016700,41767182,20985527
40582692,23832022,75200580,45977080,36117822,107281683
41767182,20985527,45977080,25837899,87650006,107281683
131197947,45091167,20545055,141093023,169693203,21425125
413855525,21403848,439779382,310468102,19923144,63083786
75200580,40582692,107281683,45977080,41767182,136716912
21403848,413855525,439779382,310468102,33407219,63083786
136716912,130681675,75200580,107281683,326371495,198706982
32817119,47466186,121842401,306667319,169693203,370958684
172219384,20536157,89503894,47892081,21414225,23922771
18954369,794436,8119302,5421982,14200145,7594982
15101146,3332291,18082219,8119302,7588872,14200145
13854472,8119302,5421982,3025261,618593,5036571
114506138,43003845,40981798,26929220,121533789,22462180
27869790,21362105,17759158,34534461,414569910,190673143
98471838,34534461,414569910,17759158,31080039,35843427
10022832,21955058,15147397,25584713,20031977,21362105
21967157,23636367,21362105,12266442,16650268,19768193
282789898,89898430,40981798,31080039,19902330,15147397
26526269,14487660,19016569,5867322,17879241,27823948
22432953,27970832,21955058,17879241,16650268,40981798
29634895,14487660,28239474,50515656,75206471,48672487
19683967,32774989,102847369,48187029,36382095,56557940
67660628,21436960,36059467,297985585,173116059,103865085
56377143,19653925,8279892,90084099,35233873,33429101
417892283,361758573,34743251,33429101,17384099,17217640
43295565,14464766,6017542,742143,28123862,46220856
134464629,9595022,56377143,24273412,47673661,7174972
54523018,25843787,134059398,20836794,108572026,17217640
46140684,21225078,234927940,262045931,94918917,21678052
444206293,472549100,474919140,204089551,262045931,42300444
115273013,262045931,88127695,284422688,17663756,82030021
69051282,204089551,46423291,22784458,10228272,111164068
37290954,32122637,250831586,21425125,40263343,62902439
43554994,15989935,309920730,15307679,25904310,15494342
124526789,139013816,325106566,83547873,210839744,41656802
366427322,37229840,375051201,246572661,364116531,333881828
106677032,246572661,375051201,57152094,61933836,359791673
166006883,46179487,14303746,24585498,27531390,48485771
256556942,15913,454340464,19414296,15681129,19047002
47960185,70587360,55472734,27531390,36457353,15234657
203917798,13185852,18924826,7434902,15234657,41151276
18429635,16746055,404224561,90420314,819139,22985309
105269306,7344392,6773622,15911231,18875718,13185852
22428644,19414296,5413042,20643742,17214479,14303746
3686561,14083355,2148071,37570179,972651,816653
19401051,2057421,14290180,9100832,14346479,816653
14815732,972651,14444403,31800086,220241948,3286871
1857421,15736190,14815732,22723415,15206805,21429715
364385168,225784456,174062338,264093459,187773078,307150055
425756634,446509354,312303281,179138862,384578511,410238229
225852568,312303281,215404067,284565989,173523733,369283865
115555556,28144741,27855118,193929402,19251571,63485337
459340547,250499374,293353298,63485337,160942436,19084990
157155118,63485337,267311982,25761202,78788693,264288834
300674363,176872879,293353298,290223760,63485337,207190024
21966989,18136299,5765422,18963070,18963070,18963070
426516348,63485337,309366491,461414641,24166202,375860971
193164324,19764335,218167872,57321825,88793811,176347319
84368747,48398960,35338217,35763275,43302753,23738026
11439162,18087961,3040621,5650332,2757281,7249822
14664047,7376382,5442012,14536491,6290462,3040621
14737363,14338572,26033920,18108742,6376212,14559570
16171918,11890702,57244828,15173685,17958478,13049362
106511987,62513246,198830228,24668720,160817572,29330577
35972874,43345820,23841406,19840198,59804598,16464746
83756843,42425699,15053224,65463018,68430266,14947594
26664092,210918434,17675120,256458006,25568862,119798626
124842124,9938852,53717831,43003845,21068395,40981798
16732864,17070938,32498545,14089195,33761760,93240796
202353807,312906090,80371877,142401418,82154425,325106566
76197686,75531070,270880279,210747880,148418872,82154425
171200643,415120281,18506975,19022242,302433981,148418872
14867567,12925072,19022242,57117519,18506975,50393960
67735518,74590506,21012766,25595508,25568862,17675120
197701190,156290733,187320652,17919972,59976255,195171695
59657176,17919972,43003845,73992972,21447363,61352392
50322783,39164865,22662139,39164092,39164522,39163475
87759367,21447363,40981798,43003845,17919972,49315012
60928228,9938852,90402298,142128864,14230524,40981798
143498650,36803580,16905329,16501385,15205995,20447194
49793447,79797834,22207520,23919657,18262639,24670677
14943627,17117819,15881468,284696036,18940999,67041381
17929653,18262639,22207520,24670677,15947185,79797834
284696036,15881468,18940999,17117819,14943627,67041381
83904567,257668899,37478021,15947185,93659369,31377059
334930460,239484934,261281579,97244635,280103533,248843869
354676155,24742040,193560593,10671602,193560593,10671602
288594779,10671602,40435464,283144659,24742040,75075329
32252552,112042218,23478246,118714696,269733697,183268362
29288682,16494185,182414019,254858221,35099519,23478246
285748706,151959257,121181587,228851892,291414955,254858221
15939057,17204717,520131414,314199860,122733166,122740036
29898542,21111883,122482029,19832580,40981798,17919972
266241443,18742444,296242468,346166142,269485905,311053794
424712599,243874674,301863759,296511262,311053794,253167456
132877818,43165749,24884768,36953421,14287474,37351496
19685455,18498684,45917531,44616049,14486811,61194952
39358745,32340023,43207761,16727535,18498684,428333
65300892,12925072,14687073,16107404,18498684,20570461
10609,14305530,2521001,14287474,180505807,14824849
184846703,69485151,35114229,12925072,95590606,18991464
16107404,9786072,21446165,65525881,18991464,20987724
26361825,428333,14075928,16303106,19286391,18498684
8868532,14824849,15485441,16303106,180505807,15846407
16744599,15846407,15485441,12925072,783214,428333
543002517,143232050,267426982,143232050,267426982,300842571
518687638,17759701,260077133,17759701,260077133,544467938
10380732,22239016,16647387,783214,14475698,43864636
24186199,113660989,22513554,133849974,7144422,127958577
187697563,20015311,18963070,15439395,18825961,22631376
87969276,52344859,37349209,7400702,15439395,105803637
33925672,14847279,19414296,115485051,52832085,14847279
15780792,15599308,20353953,1985381,15385673,15270858
11879272,42196681,28302257,14414022,115485051,12611642
34118464,17596468,14471778,18716004,22997147,20152005
14318471,14186094,14441143,11274452,17027836,17108182
218644874,8095292,2384071,5965332,2730791,50393960
15327996,110823581,8775672,10894562,78408666,113436175
62595437,115710614,49706919,14074515,43920155,54655632
13491312,48706233,15170346,15764644,86697288,113420831
65375829,20785093,20548710,16721886,16331259,34528094
85230319,81482648,10257492,43832050,96585601,21159399
284205754,245141097,96848570,49489028,198670766,243068340
399070033,346728570,29145184,43292851,284982697,346729702
276260661,15853668,14654965,17915692,96848570,16475194
432918790,48485771,121258930,62609430,146155608,155976326
366211469,146155608,5442012,382110320,347412328,62609430
101877159,19923144,32765534,13213122,62103,26257166
62103,32135704,261074207,14885860,26257166,13213122
371860720,91711942,313585708,369269293,261973875,97225858
277358731,14957147,234913691,40190672,36803580,146035223
296877939,13317162,338305835,146035223,344398283,249649511
11282472,178125492,240655988,16066412,7196312,220674612
195700517,220674612,7196312,19197186,16008484,138161660
16339799,31583882,90420314,7196312,451586190,16129920
20556752,83743415,15234657,93537793,14430479,2768501
16008484,48672487,16129920,50515656,30104231,31641658
23933514,22421051,446541494,7196312,15402973,398549793
83762902,20556752,37039456,58422362,451586190,2768501
18037228,15234657,20542450,14430479,31353077,20556752
262799542,17350250,90420314,409486555,16129920,22027186
85787477,56675917,50982091,29368258,59980857,20901102
325837975,29368258,114685968,327419621,308104168,263485833
17859255,18046050,202722747,20728488,16157577,18408253
18046050,93993462,16835474,20728488,16157577,202722747
99588762,8312422,123275706,41183891,205796659,236098431
29861618,24894426,29368258,109225997,270281442,208483479
39989606,202722747,96829836,20728488,19137727,16835474
41580232,7495882,27936511,373465212,114685968,25799816
18710504,96829836,7495882,16157577,25988475,20728488
88376880,21591927,22098983,80410316,24040707,18617802
18482553,35625099,16955517,18223590,12794362,16746076
9402622,20888115,16827489,18223590,16955517,31186367
123962284,15179596,23003843,19451271,68537333,29748372
27828974,27922928,72907355,14297693,17797942,24227424
19451271,144274618,92451364,23003843,16827489,5768632
54330245,16827489,29242868,27922928,5768632,20888115
17813899,18036441,42712551,807095,3108351,6708952
29258284,25521487,30973,109595151,16303106,202734512
119454938,20609518,119463895,25521487,119472759,7915762
20553038,428333,15180386,44549122,25521487,20221159
14870627,816653,813286,972651,44221895,428333
93950835,6253282,20,6385432,13,44771048
248989530,28425476,18036441,69225990,16363771,29548766
87273337,20091908,21053653,32765534,24567568,20643889
386209891,117801698,18740669,22020453,18274715,123702913
187748095,71980259,271737284,32765534,214680621,317370751
165612244,64250399,9938852,215624397,280173364,195525248
51346710,56225100,53971402,56741549,23532872,54384394
67980268,47702863,43605675,69935816,104550197,244607700
43605675,30040682,47702863,67980268,49315012,31547933
435395478,234047967,243379858,15486823,27788018,445659911
268515338,21111883,169572927,268103467,439977486,35558229
494932008,323315468,127671482,335555535,27260086,406426052
383433203,56783491,104288093,104249727,24285686,147052928
14213350,7861622,17243874,7861312,19509918,14792444
242897817,7207032,19057323,22083151,21158690,18797345
14792444,14213350,31067157,16744475,16150760,7861312
63501944,8360682,20099276,17675120,26374419,73992972
83867340,73992972,95260836,241847792,170802477,8360682
177388963,26892157,73992972,345502810,16636510,60036306
65414634,25511737,43936906,51186735,260706209,52111526
85120815,213849301,51186735,75036762,73992972,16636510
264485574,213849301,73992972,56363634,170802477,241847792
30924124,16895295,62917600,19795386,62917600,43003845
72809395,4028131,45493129,318799506,61402493,49376698
139347163,136898235,158692259,152282205,30874775,73860359
400405929,185174939,122984251,64695621,57516750,103124013
143059827,158692259,73860359,143299144,152282205,128158071
383176094,252211419,315491281,382412686,106624194,83338775
115769498,437814890,155945134,70133674,14922225,17552077
43925471,112557588,179204910,20274104,21201037,75849468
286027972,156986894,226725894,88832470,2367911,21447363
101067828,21447363,31454080,14679798,226725894,23894637
15196470,23894637,2367911,31454080,9695312,14679798
141116825,21447363,226725894,26116556,189734996,289759808
68243300,28149277,205760928,370553364,284422688,82030021
436368333,82030021,234169190,294198566,234526497,284422688
361698161,374892367,332459360,199725355,147722490,396315244
320593823,82030021,231986055,250831586,284422688,28149277
24974216,12591,409823,14335498,793830,1584511
398503572,43834581,15177982,85278058,138034438,67026664
23506351,127958577,428333,85891683,11348282,15134782
27262152,19767193,19084034,29932841,17417177,17567533
384463418,24166202,418315536,459322380,216785878,63485337
152105633,164847679,35311775,95332892,418315536,63390254
40529945,17663756,63485337,212815868,24166202,418315536
147326913,90420314,7144422,137386633,12853322,20609518
17730460,31353077,20661527,14803701,7861312,13215132
78632937,8914942,14580197,2100521,14326533,26281970
19105294,188844665,19637934,14522546,20609518,237845487
153700539,124285386,377760382,25591573,352018716,308998490
283225409,256801056,466919681,176996464,308998490,333575550
24907140,343420501,74892316,33592722,106411990,183485832
106411990,100927079,74892316,343420501,24907140,29151815
217295033,154228653,292354838,369656317,104482820,125159561
192006976,22548403,20968166,21366823,97134008,67235369
24661859,43782539,26110698,19778002,19894159,23026764
34546523,19778002,20124712,59543393,18731707,14308979
16264626,16279337,17634365,24094905,265297447,817113
817094,633,814859,8358972,8627002,681813
17830520,143694663,18957524,2729061,265297447,14172719
15532316,14230524,34747631,8358972,16129920,2729061
244061426,42697261,30816874,22857385,14534343,276322412
257933637,209169572,16464746,316797838,20471349,154309021
345153117,20471349,334691732,301819939,283176087,145809544
328159428,322822476,327083709,16464746,320594858,316797838
150132291,37502238,219170526,153048672,77476706,22412376
62601419,20536157,15134782,96501375,2142731,198519537
189097725,7607262,244881007,17744075,58920430,10127592
140049024,5973812,15061854,14813709,17512413,20474834
99956217,14813709,15944436,20474834,14749606,294325981
88195558,46260175,31810190,126675589,19442670,152574894
17079858,17018640,19442670,30485880,15089489,14302756
247352819,246993264,258203336,26842714,127578389,193907695
190980671,15112249,10228272,6054912,310233571,188443111
25494111,25521487,15134782,65351721,310233571,157218534
216264820,471287735,252753618,118739566,155927976,287834630
471287735,216264820,287834630,118739566,155927976,40837929
118739566,471287735,231745426,287834630,155927976,216264820
23613479,101928415,32959253,23617610,25365536,14230524
401524142,204817328,247962922,264641376,86401810,413395657
73709270,22412376,23976386,68762640,48722380,37283656
170371063,113461921,287281095,59181983,181579832,43935296
32950792,137489324,82219822,28071884,127680622,95023423
14764814,29323857,49698116,124818259,352145373,26171997
21981231,352145373,34387055,27750964,65413400,42588508
174374763,184994006,59622351,26824208,163379277,41229669
408690110,38470617,38612953,341200769,68604037,517682360
233430873,95023423,355743494,27260086,25365536,479809444
169685420,58737587,38517007,101842354,163379277,14622632
53864572,43250997,207828096,53882428,255808431,200168157
33148026,207828096,157601911,22583604,22697571,25365536
103550181,336141383,123371682,30578721,241363871,45930775
101948599,2367911,43003845,298246727,40981798,22462180
18204340,16213043,14485322,102327566,71728500,15530428
16452919,66689682,9785602,7872262,16475194,12123092
71728500,734493,18817130,10794762,18204340,14485322
272459345,24041413,21579840,286679274,283978780,53721400
24386008,189674369,266464616,300749249,55553323,20461916
413004371,249188812,144754289,290152873,267318068,259642208
346491514,208976366,148370559,9070082,300749249,355009696
97831361,393887405,313582027,31493647,133651512,525215225
496005409,266464616,7348632,194130137,133780439,16448588
99715361,355009696,267318068,255977703,290152873,259642208
8178132,355009696,266464616,283978780,286679274,21579840
39716447,366086780,106524695,355009696,16439443,266464616
283432386,312581550,181934913,188731866,303365604,312684875
7348632,424187785,27853281,20461916,19066778,18214518
322562673,159600948,525215225,259642208,266464616,133651512
361837212,355009696,21579840,286679274,283978780,249188812
266735325,266464616,9070082,133651512,300749249,20990949
14674983,14893334,18393753,491420174,15131310,8642002
19710249,18498684,22535871,2869531,15487326,15131310
14444891,39816347,21907788,14075928,23516976,118732618
192624813,127198815,16468704,39893705,19568478,15150609
65628502,170089058,277189755,33792219,205710774,15150609
25641922,169572927,21111883,19538986,18072400,21682847
127777564,14824849,339336382,384685037,26334909,32064215
29599868,262388975,33599142,36681267,61028698,25202284
210921551,262388975,83405371,15693493,19697415,18948541
11187542,210921551,19637934,384685037,262388975,7885972
142128487,18334111,75181220,23645599,15838599,34767211
121234714,18553965,21636840,65184105,7852172,61033129
132853755,25376226,48485771,24742040,23645599,18345193
308015195,133852213,246453983,176302452,344930023,15411998
47203756,15140319,15140383,15140173,15140284,47711578
306596630,27077521,142875215,14375797,15150609,8163442
170072609,74427281,83840298,33535466,279147731,61620998
20712305,339231179,266464616,238163556,20836794,22139698
27834517,39091844,61162996,22469959,35233873,266464616
20959983,103865085,19385676,82853372,19766517,104989762
73303753,1018921,26103389,46139542,6892002,76649729
19734817,20543008,52402103,19773627,1018921,6892002
14083492,3006981,9894092,4603931,164796117,17200130
76139380,205796659,28960709,25913404,43626328,25473689
272137885,151505240,303060652,219050194,234526497,309366491
145084978,155968712,138831722,101574329,36836787,21278412
375452201,151505240,91711942,26422087,183864351,292823930
117985596,19746949,359791673,64611446,23226445,374347717
416921997,337866138,84672379,374347717,24542441,362058184
417477524,259176717,316781055,321459483,244441120,303003865
316329134,131601987,38268289,238676701,250689795,242119386
398092239,272703125,38268289,260367244,336223722,330160033
25411611,21756999,681813,7872262,19738805,9451052
25059647,61458269,50383512,681813,7753922,19738805
20280797,18197476,20808669,15693493,15901190,18197299
23911778,16303106,26604904,115485051,191922531,30364057
18197299,18197476,14824849,161830936,24444592,172049453
266796609,61040833,61033129,405142873,47507484,61040299
35012094,29588317,17919388,214706982,115485051,37615149
61623918,61040299,15485441,61040833,61033129,21158690
243123289,292208806,351344970,283649068,156489807,3359851
292208806,3359851,351344970,352937448,182141321,243123289
352141965,65047891,426469859,282471221,284174632,354125866
495101739,156076078,43544882,15853668,341078807,352641121
500043505,309366491,396538115,350578795,15853668,156349747
177332689,307654201,38324331,297082269,27165298,37370604
14971494,19178294,29977282,30539818,32177437,9994962
21851089,22656693,21613995,14825119,30539818,14743753
36018090,14293310,33464788,10228272,5402612,3886711
11789752,5402612,36412963,17061263,10228272,3420011
21397642,17061263,14311150,24499205,30489982,34556044
21069922,36412963,28296969,16109987,20941623,19349216
16248771,9994962,30539818,6849932,3886711,428333
26157897,428333,10228272,14293310,816653,807095
23177453,14293310,3886711,16274337,816653,428333
22130399,807095,5402612,26799530,428333,36412963
34876111,19501186,30489982,36412963,29977282,30539818
1064311,428333,3886711,30539818,816653,17061263
32536885,807095,14293310,27157127,5402612,30539818
18201956,21392505,5929062,10228272,11900172,30489982
144183509,273168913,160991035,271567292,68819171,368519250
68819171,160991035,144183509,273168913,368519250,271567292
195171925,34428380,43003845,217856118,40981798,22462180
27242126,428333,10266802,83883736,61819621,131884083
558935417,76715303,202991265,18825049,254412271,478216296
219600037,204870137,340975750,23636243,104209445,18817130
196268820,260406637,345569115,275937498,234087758,220861472
35777926,55309264,14903310,26153445,14503124,14500681
126401277,59414975,23996836,46241569,137527834,26281970
99822359,215980492,106765077,140613139,23277227,40703590
69483760,28628582,147999706,168193966,50884531,120208344
187209808,109390923,40703590,66661590,69033178,92500075
91884854,51543792,54611487,41469982,129631184,69349768
177522486,21572976,57426978,129631184,215980492,72519886
54947318,69483760,120208344,70458047,127618089,58356127
118570373,39000244,50884531,22465184,52473265,99631222
98809160,93051876,144319796,16854388,39805814,51613496
53452510,93051876,151222208,43607200,281222130,84903965
147228841,106765077,151222208,57258645,39000244,215980492
158800506,54725490,40703590,23277227,109390923,128260873
52934833,129267461,164804966,70242865,129631184,100309986
61924683,168193966,120208344,66661590,178581767,70458047
206923101,40703590,41870991,106142776,34046028,106765077
184052865,142391105,215980492,129631184,215980492,104838049
21851226,12,816653,740983,10247082,18212165
16672926,14239078,1864381,74482188,9964732,10859
17446211,1113541,6092342,691353,17462723,62271218
348799840,117306176,244154650,34739714,24353066,15154767
7309052,11857072,1652541,19834459,6017542,16303106
432164512,30351331,32993738,18581803,21879024,18927441
30351331,32993738,15488968,432164512,32340023,21879024
121494775,324127970,125817383,417054878,109055199,370961898
